grade,de,en,tr,article
B1,Studie,study,çalışmak,die
A1,Studieren,of studying,çalışmaktan,das
B1,Studierend,Studying,ders çalışıyor,-
A2,Studio,studio,stüdyo,das
A1,Studium,study,çalışma,das
A1,Stufe,level,Seviye,die
A2,Stuhl,Chair,Sandalye,der
B1,Stumm,Mute,Sesini kapatmak,-
A1,Stunde,hour,saat,die
A2,Stundenplan,Timetable,Zaman çizelgesi,der
B1,Sturm,Storm,Fırtına,der
B1,Städtisch,Urban,Kentsel,Adjektiv
B1,Ständerat,Council of States,Devletler Konseyi,der
A1,Ständig,Constant,Devamlı,Adjektiv
B1,Stör,sturgeon,mersin balığı,der
A2,Stören,Disturb,Rahatsız etmek,das
B1,Störn,Sturgeon,mersin balığı,-
B1,Störung,Disturbance,Rahatsızlık,die
A1,Stück,Piece,Parça,das
B1,Stündlich,Hourly,Saatlik,Adjektiv
B1,Stürzen,Fall,Düşmek,das
B1,Such,Search,Aramak,-
A1,Suchen,they search,ararlar,das
A1,Suchst,Search,Aramak,-
B1,Suchtmittel,addictive substances,bağımlılık yapan maddeler,das
,Suchung,Search,Aramak,die
A2,Suffix,suffix,son ek,das
B1,Summe,sum,toplam,die
A2,Super,Super,Süper,das
A1,Supermärkte,supermarkets,süpermarketler,-
A2,Suppe,Soup,Çorba,die
A2,Surfen,surfing,sörf,das
A2,Surfst,Surfst,Sörfçü,-
A2,Surft,Surfs,Sörfler,-
B1,Swimmingpool,Swimming pool,Yüzme havuzu,der
B1,Symbol,symbol,sembol,das
A2,Sympathisch,Friendly,Arkadaşça,-
B1,Szene,scene,sahne,die
B1,Sämtlich,All,Tüm,-
A2,Sänger,Singer,Şarkıcı,der
A2,Sängerin,Singer,Şarkıcı,die
B1,Süchtig,Addicted,Bağımlı,Adjektiv
B1,Süd,South,Güney,der
B1,Südamerika,South America,Güney Amerika,die
B1,Südbahnhof,South station,Güney istasyonu,-
B1,Süddeutschland,Southern Germany,Güney Almanya,-
A1,Süden,south,güney,der
B1,Südlich,South,Güney,Adjektiv
A2,Süß,Sweet,Tatlı,das
A2,Süßigkeit,Candy,Şeker,die
B1,Tabell,Table,Masa,-
A2,Tablett,tray,tepsi,das
A2,Tablette,tablet,tablet,die
A2,Tafel,Blackboard,Karatahta,die
A1,Tag,day,gün,der
A1,Tagesablauf,daily routine,Günlük rutin,der
A1,Tageszeit,Time of day,Günün zamanı,die
B1,Tageszeiten,Times of day,Günün Zamanları,-
A2,Tagsüber,During the day,Gün boyunca,-
B1,Tal,valley,vadi,das
B1,Talent,talent,yetenek,das
B1,Tanken,Refuel,Yakıt ikmali yapın,das
B1,Tankstell,gas station,benzin istasyonu,-
B1,Tankt,Tanks up,Tanklar dolu,-
A2,Tant,Aunt,Hala,-
B1,Tanz,dance,dans,der
A1,Tanzen,Dance,Dans,das
A2,Tanzkurs,Dance class,Dans dersi,der
A1,Tasche,pocket,Cep,die
A2,Taschengeld,Pocket money,Harçlık,das
B1,Taschentuch,Handkerchief,Mendil,das
A1,Tasse,cup,fincan,die
B1,Tastatur,Keyboard,Klavye,die
A2,Tatort,Crime scene,Suç mahalli,der
B1,Tatsache,fact,hakikat,die
B1,Tatsächlich,Actually,Aslında,Adjektiv
B1,Taub,Deaf,Sağır,-
B1,Tauchen,Dive,Dalmak,das
A2,Tauschen,To exchange,takas etmek,das
A1,Tausend,Thousand,Bin,die
A1,Taxi,taxi,taksi,das
A2,Team,team,takım,das
B1,Technik,Technology,Teknoloji,die
A2,Techniker,technician,teknisyen,der
A2,Technikerin,technician,teknisyen,die
A1,Technisches,Technical,Teknik,-
B1,Technologie,technology,teknoloji,die
A1,Tee,tea,çay,der
B1,Teekanne,teapot,çaydanlık,die
B1,Tegrieren,Integrate,Entegrasyon,-
A1,Teil,part,parça,der
A2,Teilen,Split,Bölmek,das
B1,Teilnahme,participation,katılım,die
A2,Teilnehmen,Participate,Katılmak,das
B1,Teilnehmende,participants,katılımcılar,-
B1,Teilnehmer,Participant,Katılımcı,der
B1,Teilnehmerin,participant,katılımcı,die
B1,Teilnehmerinn,participant,katılımcı,-
B1,Teilnehmerzahl,Number of participants,Katılımcı sayısı,die
B1,Teilweise,Partially,Kısmen,-
B1,Teilzeit,Part time,Yarı zamanlı,die
B1,Telefonanbieter,Telephone provider,Telefon sağlayıcısı,-
A1,Telefonanschluss,Telephone connection,Telefon bağlantısı,der
A1,Telefonieren,Make a phone call,Bir telefon görüşmesi yap,das
A2,Telefoniern,Make a phone call,Telefon görüşmesi yap,-
B1,Telefonnetzwerk,Telephone network,Telefon ağı,-
A2,Telefonnummer,Telephone number,Telefon numarası,die
A1,Telekommunikation,telecommunications,telekomünikasyon,die
B1,Television,television,televizyon,die
A2,Teller,plate,plaka,der
B1,Temperatur,temperature,sıcaklık,die
A2,Tengstraße,Teng Street,Teng Caddesi,-
A2,Tennis,tennis,tenis,das
B1,Teppich,Carpet,Halı,der
B1,Teressiern,Teressier,Teressier,-
A1,Termin,appointment,randevu,der
B1,Terminkalend,Appointment calendar,Randevu takvimi,-
B1,Tern,Tern,sumru,-
B1,Terraß,Terrace,Teras,-
A1,Test,test,test,der
A1,Testbeschreibung,Test description,Test açıklaması,-
B1,Testen,Test,Test,das
A1,Tester,Tester,Testçi,der
A1,Teuer,Expensive,Masraflı,Adjektiv
B1,Teuergeschichten,Expensive stories,Pahalı hikayeler,-
A1,Text,text,Metin,der
B1,Textaufbau,Text structure,Metin yapısı,-
B1,Textnachricht,Text message,Kısa mesaj,die
A2,Theater,theater,tiyatro,das
B1,Theaterstück,Play,Oynamak,das
B1,Thek,counter,tezgah,-
A1,Thema,topic,konu,das
A2,Thematischen,Thematic,Tematik,-
A1,Themenbereich,subject area,konu alanı,-
B1,Theoretisch,Theoretically,Teorik olarak,Adjektiv
B1,Theorie,theory,teori,die
B1,Therapie,therapy,terapi,die
A1,Ticket,ticket,bilet,das
A2,Tief,Deep,Derin,das
A1,Tier,animal,hayvan,das
B1,Tierpark,Animal park,Hayvan parkı,der
B1,Tierversuch,Animal testing,Hayvan testleri,-
A2,Tipp,Tip,Uç,der
B1,Tippe,Type,Tip,-
A1,Tisch,table,masa,der
A2,Titel,title,başlık,der
B1,To,To,İle,die
B1,Toch,Toch,Dokun,-
A1,Tochter,daughter,kız,die
B1,Tod,Death,Ölüm,der
A1,Toilette,toilet,tuvalet,die
B1,Tolerant,Tolerant,Hoşgörülü,Adjektiv
,Toleranz,tolerance,tolerans,die
A2,Toll,Great,Harika,-
B1,Tollen,Great,Harika,das
A1,Tomat,tomato,domates,-
A1,Tomatensaft,Tomato juice,Domates suyu,der
A2,Topf,Pot,saksı,der
B1,Tor,Goal,Amaç,das
A2,Tort,Tort,haksız fiil,der
A1,Tot,death,ölüm,Adjektiv
A2,Total,Total,Toplam,-
A2,Tour,tour,tur,die
B1,Tourismus,tourism,turizm,der
A2,Tourist,tourist,turist,der
A2,Touristin,tourist,turist,die
B1,Tradition,tradition,gelenek,die
B1,Traditionell,Traditional,Geleneksel,Adjektiv
A2,Tragen,Carry,Taşımak,das
B1,Trainer,trainer,eğitmen,der
B1,Trainerin,Trainer,eğitmen,die
A2,Trainieren,Train,Tren,das
A2,Training,training,eğitim,das
B1,Tram,tram,tramvay,die
B1,Trank,Potion,İksir,der
B1,Transport,transport,ulaşım,der
B1,Transportieren,Transport,Taşıma,das
A2,Traum,Dream,Rüya,der
B1,Traumberuf,Dream job,Hayalimdeki iş,der
A2,Traurig,Sad,Üzgün,-
A1,Treffen,Meet,Tanışmak,das
B1,Treffpunken,meeting points,buluşma noktaları,-
A1,Treiben,To drive,Sürmek,das
B1,Treibst,Drift,Sürüklenme,-
B1,Trend,trend,eğilim,der
A2,Trennen,Separate,Ayırmak,das
B1,Trennung,separation,ayrılma,die
A1,Treppe,stairs,merdivenler,die
B1,Treppenhau,Staircase,Merdiven,-
B1,Treten,Step,Adım,das
B1,Treu,Faithful,Sadık,Adjektiv
,Treue,loyalty,bağlılık,die
B1,Treuer,Faithful,Sadık,-
A1,Trim,trim,düzeltme,-
A1,Trinken,Drink,İçmek,das
B1,Trinkgeld,Tip,Uç,das
A2,Trocken,Dry,Kuru,-
B1,Trockn,Dry,Kuru,-
B1,Tropf,drip,damlama,der
B1,Trottoir,pavement,kaldırım,das
B1,Trotz,Despite,Aksine,der
B1,Trotzdem,Despite it,Buna rağmen,-
B1,Träne,tear,göz yaşı,die
A2,Tränkekaren,Potions Karen,İksirler Karen,-
A2,Träum,Dream,Rüya,-
A2,Träume,Dreams,Rüyalar,-
A2,Träumen,Dream,Rüya,das
A2,Tschüs,Bye,Güle güle,-
A1,Tschüss,Bye,Hoşçakal,-
B1,Tuch,Cloth,Kumaş,das
A1,Tun,Do,Yapmak,das
A1,Tur,door,kapı,-
B1,Turm,Tower,Kule,der
B1,Tv,TV,TV,-
,Twist,twist,büküm,der
B1,Twitteren,Tweet,Cıvıldamak,-
B1,Twittern,Tweet,Cıvıldamak,Verb
B1,Typ,type,tip,der
A2,Typisch,Typical,Tipik,-
A2,Täglich,Daily,Günlük,-
B1,Tänze,Dances,Danslar,-
B1,Täter,Perpetrator,Fail,der
B1,Täterin,perpetrator,fail,die
B1,Tätigkeit,Task,Görev,die
B1,Tödlich,Deadly,Ölümcül,Adjektiv
A1,Türkei,Türkiye,Türkiye,die
B1,Tüte,Bag,Çanta,die
A1,U-Bahn,Subway,Metro,die
B1,Ug,Ug,Ah,-
A1,Uhr,clock,saat,die
A1,Uhrzeit,time,zaman,die
B1,Ukrain,Ukraine,Ukrayna,-
B1,Ukrainen,Ukraine,Ukrayna,-
B1,Ukrainerin,Ukrainian,Ukrayna,-
B1,Ukrainisch,Ukrainian,Ukrayna,das
B1,Ulm,Ulm,Ulm,-
A1,Um,um,um,-
B1,Umarmen,Embrace,Kucaklamak,das
B1,Umarmt,Hugs,Sarılmalar,-
B1,Umdreh,Turn around,Arkanı dön,-
B1,Umfahren,Drive around,Etrafta dolaş,Verb
,Umfall,accident,kaza,der
A2,Umfassen,Include,Katmak,das
B1,Umfrage,Opinion poll,Kamuoyu yoklaması,die
B1,Umgebung,Vicinity,Civar,die
B1,Umgedrehen,Flipped,Ters çevrilmiş,-
B1,Umgehen,Evade,Kaçış,das
B1,Umgekehrt,Vice versa,Tersine,-
B1,Umgetauscht,Exchanged,Değiştirildi,-
A2,Umgezogen,Moved away,Uzaklaştı,-
B1,Umkehren,Reverse,Tersi,das
B1,Umleitung,detour,dolambaçlı yol,die
B1,Ummelden,Re-register,Yeniden kaydolun,Verb
B1,Umsehen,Look around,Etrafına bak,das
B1,Umso,All the more so,Daha da fazlası,-
B1,Umsonst,For free,Ücretsiz,-
A2,Umsteigen,Transfer,Aktarım,das
B1,Umtausch,Exchange,Değişme,der
B1,Umtauschen,Exchange,Değişme,das
A1,Umwelt,environment,Çevre,die
B1,Umweltschutz,Environmental protection,Çevre koruma,der
B1,Umweltverschmutzung,pollution,kirlilik,die
A1,Umziehen,Move,Taşınmak,das
A2,Umzug,Relocation,Yer değiştirme,der
B1,Un,U.N,BM,-
B1,Unangenehm,Unpleasant,Tatsız,Adjektiv
A2,Unbedingt,Absolutely,Kesinlikle,-
A1,Und,and,ve,-
B1,Undlösung,Andsolution,Ve çözüm,-
B1,Unentschieden,draw,çizmek,das
A1,Unerlässlich,Essential,Gerekli,Adjektiv
A2,Unfall,Accident,Kaza,der
B1,Unfallort,Accident location,Kaza yeri,der
B1,Unfalls,accident,kaza,-
B1,Unfallursach,Cause of accident,Kaza nedeni,-
A2,Unfreundlich,Unfriendly,Düşmanca,-
B1,Ungefähr,Approximately,Yaklaşık olarak,Adjektiv
B1,Ungenügend,Insufficient,Yetersiz,Adjektiv
B1,Ungewöhnlich,Unusual,Olağan dışı,Adjektiv
B1,Unglaublich,Incredible,İnanılmaz,Adjektiv
B1,Unglück,accident,kaza,das
B1,Unheimlich,Scary,Korkutucu,Adjektiv
B1,Uni,University,Üniversite,die
B1,Uniform,Uniform,Üniforma,die
B1,Union,union,birlik,die
A2,Universität,university,üniversite,die
B1,Unpünktlich,Unpunctual,dakik değil,-
A1,Unser,Our,Bizim,-
A2,Unseren,Ours,Bizim,-
A1,Unten,Below,Altında,-
A1,Unter,under,altında,der
B1,Unterbrechen,Interrupt,Yarıda kesmek,Verb
B1,Unterbrich,Interrupt,Yarıda kesmek,-
B1,Unterer,Lower,Daha düşük,Adjektiv
B1,Untergeschoss,Basement,Bodrum,-
B1,Untergeschoß,Basement,Bodrum,-
A2,Unterhalten,Entertain,Eğlendirmek,das
A1,Unterhaltung,conversation,konuşma,die
A1,Unterkunft,accommodation,konaklama,die
B1,Unterlage,Document,Belge,die
,Unterlass,Cease and desist,Dur ve vazgeç,der
B1,Unterlassen,Refrain,Kaçınmak,Verb
B1,Unterlässen,omissions,ihmaller,-
A2,Unternehmen,Pursue,İzlemek,das
B1,Unternehmer,Entrepreneur,Girişimci,der
B1,Unternehmerin,Entrepreneur,Girişimci,-
A1,Unterricht,lesson,ders,der
B1,Unterrichten,Teach,Öğretmek,das
B1,Untersagen,Prohibit,Yasakla,Verb
A1,Unterscheiden,Differentiate,Ayırt etmek,Verb
A2,Unterschied,Difference,Fark,der
A2,Unterschiedlich,Different,Farklı,-
A1,Unterschreiben,Sign,İmza,das
A1,Unterschrift,signature,imza,die
B1,Unterstreichen,Underline,Altı çizili,das
B1,Unterstützen,Support,Destek,das
B1,Unterstützung,Support,Destek,die
A2,Untersuchen,Investigate,Araştırmak,das
B1,Untersuchung,Investigation,Soruşturma,die
A2,Unterwegs,On the way,yolda,-
A1,Unveröffentlichen,Unpublish,Yayından kaldır,-
B1,Unwichtig,Unimportant,Önemsiz,Adjektiv
A2,Urheberrechtlich,Copyright,Telif hakkı,-
A2,Urhg,Original,Orijinal,-
B1,Urkunde,Certificate,Sertifika,die
A1,Urlaub,holidays,Bayram,der
A2,Urlaubsfotos,Vacation photos,Tatil fotoğrafları,-
A2,Urlaubsreise,vacation trip,tatil gezisi,die
B1,Urlaubszeit,vacation time,tatil zamanı,die
B1,Ursachen,Causes,Nedenler,-
B1,Ursprünglich,Originally,Başlangıçta,Adjektiv
B1,Urteil,Verdict,Karar,das
A1,Urteilen,To judge,Yargılamak,Verb
B1,Us,Us,Biz,-
B1,Userin,user,kullanıcı,die
A1,Usw,Etc,Vesaire,-
B1,Variante,variant,değişken,die
B1,Vase,vase,vazo,die
A1,Vater,father,baba,der
B1,Vegetarisch,Vegetarian,Vejetaryen,-
B1,Velo,Velo,Velo,das
B1,Velofahr,Cycling,Bisikletçilik,-
B1,Verabredung,Appointment,Randevu,die
B1,Verabschiede,Goodbye,Güle güle,-
B1,Verabschieden,Say goodbye,Elveda de,das
A2,Veranstal,event,etkinlik,-
A2,Veranstaltung,Event,Etkinlik,die
B1,Verantwortlich,Responsible,Sorumlu,Adjektiv
B1,Verantwortung,Responsibility,Sorumluluk,die
A2,Verbe,Verbs,Fiiller,-
B1,Verbesseren,Improve,Geliştirmek,-
A2,Verbessern,Improve,Geliştirmek,das
B1,Verbesserung,improvement,gelişim,die
A1,Verbieten,Forbid,Yasakla,das
B1,Verbinden,Connect,Bağlamak,das
B1,Verbindung,Connection,Bağlantı,die
B1,Verbrauchen,Consume,Tüketmek,das
B1,Verbrech,crime,suç,-
B1,Verbrecherin,criminal,suçlu,-
B1,Verbrennen,Burn,Yakmak,das
B1,Verbringen,Spend,Harcamak,das
B1,Verdacht,Suspicion,Şüphe,der
A1,Verdienen,Earn,Para kazanmak,das
B1,Verdächtig,Suspicious,Şüpheli,Adjektiv
,Verdächtige,Suspects,Şüpheliler,die
A1,Verein,Union,Birlik,der
A2,Vereinbaren,Agree,Kabul etmek,das
A1,Vereinige,Unite,Birleşin,-
A1,Verfügung,Disposal,İmha etmek,die
B1,Vergangenheit,Past,Geçmiş,die
B1,Vergeblich,Vain,boşuna,Adjektiv
A2,Vergesse,Forget,Unutmak,-
A2,Vergessen,Forget,Unutmak,das
A2,Vergiss,Forget,Unutmak,-
A2,Vergissen,Forget,Unutmak,-
A2,Vergleich,Comparison,Karşılaştırmak,der
A1,Vergleichen,Compare,Karşılaştırmak,das
B1,Verglich,Compared,Karşılaştırıldı,-
B1,Vergnügen,Enjoyment,Zevk,das
B1,Vergrößern,Enlarge,Büyüt,das
,Verhaft,Arrest,Tutuklamak,der
B1,Verhaften,Arrest,Tutuklamak,Verb
B1,Verhalten,Behave,Davranmak,das
A1,Verheiraten,Marry,Evlen,das
B1,Verhieln,behavior,davranış,-
B1,Verhindern,Impede,Engellemek,das
B1,Verhältnis,Relationship,İlişki,das
A1,Verkaufen,Sell,Satmak,das
A1,Verkehr,traffic,trafik,der
A2,Verkehrsmittel,Means of transport,Taşıma araçları,das
B1,Verkehrszeichen,Traffic signs,Trafik işaretleri,das
A1,Verkäufer,Salesperson,Satis elemani,der
A2,Verlag,Publisher,Yayıncı,der
B1,Verlangen,Demand,Talep etmek,das
B1,Verlassen,Leave,Ayrılmak,das
B1,Verlaufen,Get lost,Kaybol,das
A2,Verletzen,Injure,Yaralanma,das
B1,Verletzt,Injured,Yaralı,-
B1,Verletzung,Injury,Yaralanma,die
A2,Verlieben,Fall in love,aşık olmak,das
B1,Verlier,Lose,Kaybetmek,-
A2,Verlieren,Lose,Kaybetmek,das
B1,Verliererin,Loser,Beceriksiz,-
B1,Verlust,Loss,Kayıp,der
B1,Verlängern,Extend,Uzatmak,Verb
B1,Verlässt,Leaves,Yapraklar,-
B1,Vermeiden,Avoid,Kaçınmak,das
A1,Vermiet,rental,kiralık,-
A1,Vermieter,landlord,evsahibi,der
A2,Vermieterin,landlady,ev sahibesi,die
B1,Vermietung,Rental,Kiralık,die
B1,Vermissen,Miss,Kayıp,das
B1,Vermissn,Missing,Eksik,-
B1,Vermisste,Missing people,Kayıp insanlar,-
B1,Vermittlung,Mediation,Arabuluculuk,die
B1,Vermuten,Assume,Farz etmek,das
B1,Vermutlich,Allegedly,İddiaya göre,Adjektiv
,Vernunft,reason,sebep,die
B1,Vernünftig,Reasonable,Mantıklı,Adjektiv
B1,Vernünftiger,More sensible,Daha mantıklı,-
B1,Verpa,Verpa,Verpa,-
B1,Verpacken,Packaging,Ambalajlama,das
A2,Verpassen,Miss,Kayıp,das
B1,Verpflegen,Cater,Yiyecek ve İçecek,das
B1,Verpflichten,Commit,İşlemek,Verb
B1,Verraen,Verraen,Verraen,-
B1,Verrei,Verrei,Verrei,-
A2,Verreise,Travel,Seyahat,-
B1,Verrücken,Crazy,Deli,Verb
B1,Verrückt,Crazy,Deli,Adjektiv
,Verrückte,Crazy people,Çılgın insanlar,die
B1,Versamm,Gathering,Toplama,-
B1,Versammlung,Assembly,Toplantı,die
B1,Verschenken,Give away,Vermek,Verb
A2,Verschieben,Move,Taşınmak,das
A2,Verschieden,Different,Farklı,-
A2,Verschiedenen,Different,Farklı,-
B1,Verschmutzen,Pollute,Kirletmek,das
B1,Verschreiben,Prescribe,Reçete yaz,das
B1,Verschwand,Disappeared,Ortadan kayboldu,-
B1,Verschwinden,Disappear,Yok olmak,das
B1,Versichern,Assure,Garanti etmek,das
B1,Versichertenkart,Insurance card,Sigorta kartı,-
B1,Versicherung,Insurance,Sigorta,die
B1,Versicherungsgesellschaft,Insurance company,Sigorta şirketi,-
B1,Versprechen,Promise,Söz,das
B1,Verspä,late,geç,-
A2,Verspätung,Tardiness,Gecikme,die
B1,Verstecken,Hide,Saklamak,das
A1,Verstehen,understanding,anlayış,das
B1,Verständlich,Understandable,Anlaşılabilir,Adjektiv
B1,Versuch,Attempt,Girişim,der
A2,Versuchen,Attempt,Girişim,das
B1,Versunken,Sunk,Batık,-
B1,Versäumen,Miss,Kayıp,das
B1,Verteilen,Distribute,Dağıt,das
B1,Verteiln,Distribute,Dağıt,-
A2,Vertrag,Contract,Sözleşme,der
B1,Vertrau,Trust,Güven,-
B1,Vertrauen,Trust,Güven,das
B1,Vertraut,Trusted,Güvenilir,Adjektiv
B1,Vertreten,Represent,Temsil etmek,das
B1,Vertreter,Representative,Temsilci,der
B1,Vertreterin,representative,temsilci,die
B1,Vertretung,Representation,Temsil,die
B1,Verursachen,Cause,Neden,das
B1,Verurteilen,Condemn,Kınamak,das
B1,Verwaltung,Administration,Yönetim,die
A1,Verwandte,relative,göreceli,-
B1,Verwechselen,Confuse,Kafası karışmak,-
B1,Verwechseln,Confuse with,ile karıştırmak,das
B1,Verweis,reference,referans,der
B1,Verwenden,Use,Kullanmak,das
A1,Verwendung,usage,kullanım,die
A2,Verwertung,recycling,geri dönüşüm,-
B1,Verzeihen,Pardon,Bağışlamak,das
B1,Verzeihung,forgiveness,bağışlama,die
A2,Verzichten,Waive,Feragat,das
B1,Verzieh,Forgive,Affetmek,-
B1,Verändern,Change,Değiştirmek,das
B1,Veröffentlichen,Publish,Yayınla,Verb
B1,Vgl,cf,bkz.,-
B1,Videospiel,Video game,video oyunu,das
A1,Viel,lot,çok,das
B1,Viele,Many,Birçok,-
A1,Vieler,Many,Birçok,-
A1,Vielleicht,Perhaps,Belki,-
A1,Vier,four,dört,die
B1,Vierer,four,dört,-
A2,Viermal,Four times,Dört kez,-
A1,Viern,Viern,Viern,-
A1,Viert,fourth,dördüncü,-
A1,Viertel,quarter,çeyrek,das
B1,Viertelstunde,Quarter of an hour,Bir saatin çeyreği,die
B1,Viertelvor,Quarter to,Çeyrekte,-
A2,Viertens,Fourth,Dördüncü,-
B1,Vierter,Fourth,Dördüncü,-
A1,Vierundzwanzig,Twenty four,Yirmidört,-
A1,Vierzehn,Fourteen,On dört,-
A2,Vierzehnter,Fourteenth,On dördüncü,-
A1,Vierzig,Fourty,Kırk,die
B1,Violett,Violet,Menekşe,das
B1,Viren,Viruses,Virüsler,-
B1,Virtuell,Virtual,Sanal,Adjektiv
B1,Virus,virus,virüs,das
B1,Visa,Visas,Vizeler,-
B1,Visitenkaren,Business cards,Kartvizitler,-
B1,Visum,visa,Visa,das
B1,Vitamin,vitamin,vitamini,das
B1,Vitamine,Vitamins,Vitaminler,-
A2,Vogel,Bird,Kuş,der
B1,Vogelhaus,Birdhouse,Kuş yuvası,das
B1,Volkshochschule,Community college,Topluluk koleji,die
A1,Volkshochschulverbinden,Community college connection,Topluluk koleji bağlantısı,-
B1,Volksschule,elementary school,ilkokul,die
A2,Voll,Full,Tam dolu,-
A2,Volleyball,volleyball,voleybol,der
B1,Vollmond,Full moon,Dolunay,der
A1,Vollpension,Full board,Tam pansiyon,die
B1,Volltanken,Fill up,Doldur,das
B1,Vollzeit,Full time,Tam zamanlı,die
,Vollzug,Enforcement,Yaptırım,der
A1,Von,from,gelen,-
B1,Voneinander,From each other,Birbirimizden,-
A1,Vor,front,ön,-
A2,Voranstellen,Prefix,Önek,Verb
B1,Voraus,In advance,Peşin,der
B1,Voraussetzung,Requirement,Gereklilik,die
B1,Voraussichtlich,Expected,Beklenen,Adjektiv
A2,Vorbei,Over,Üzerinde,-
B1,Vorbeikommen,Drop by,Uğra,Verb
A2,Vorbereit,Prepared,Tedarikli,-
A2,Vorbereitung,Preparation,Hazırlık,die
B1,Vord,Front,Ön,-
B1,Vorderen,Front,Ön,-
B1,Vorfahren,ancestors,atalar,das
B1,Vorgehaben,Intended,amaçlanan,-
B1,Vorgelesen,Read aloud,Yüksek sesle oku,-
A2,Vorgestern,The day before yesterday,Dünden önceki gün,-
B1,Vorhaben,Plan,Planı,das
A2,Vorhandensein,To be available,Mevcut olmak,das
A2,Vorher,Previously,Önceden,-
A2,Vorherigen,Previous,Öncesi,-
B1,Vorhin,Earlier,Daha önce,-
A2,Vorkommen,Happen,Olmak,das
,Vorlaufen,Run forward,İleri koş,das
B1,Vorlesen,Read aloud,Yüksek sesle oku,das
A1,Vorliegend,present,şimdi,-
B1,Vorläufig,For now,şimdilik,Adjektiv
A1,Vormittag,morning,sabah,der
A2,Vormittags,Morning,Sabah,-
A2,Vorn,Front,Ön,-
A1,Vornamen,First names,İlk isimler,-
B1,Vorne,In front,Önde,-
B1,Vorort,suburb,banliyö,der
A2,Vorschlag,Suggestion,Telkin,der
B1,Vorschlagen,Suggest,Tavsiye etmek,das
B1,Vorschrift,regulation,düzenleme,die
A1,Vorsehen,Provide,Sağlamak,Verb
A1,Vorsicht,Caution,Dikkat,die
A2,Vorsichtig,Cautious,Dikkatli,-
B1,Vorsichtiger,More careful,Daha dikkatli,-
B1,Vorspeis,Appetizer,Meze,-
A1,Vorstellen,Introduce,Tanıtmak,das
B1,Vorstellung,Performance,Performans,die
B1,Vorstellungsgespräch,job interview,iş görüşmesi,das
B1,Vorteil,Advantage,Avantaj,der
,Vortex,Vortex,Girdap,der
B1,Vortrag,Speech,Konuşma,der
A1,Vorwehlen,Vorwelen,Vorwelen,-
A1,Vorwort,Preface,Önsöz,das
B1,Vorwurf,accusation,suçlama,der
A2,Vorwärts,Forward,İleri,-
A2,Vögel,Birds,Kuşlar,-
B1,Völlig,Fully,tamamen,Adjektiv
B1,Waagerechen,rake,tırmıklamak,-
B1,Waagerecht,Horizontally,Yatay olarak,-
A2,Wach,Awake,Uyanmak,Adjektiv
B1,Wachen,guards,muhafızlar,das
,Wachs,wax,balmumu,das
B1,Wachsen,Grow,Büyümek,das
A2,Wagen,Dare,cesaret,der
B1,Wahl,Choice,Seçenek,die
B1,Wahnsinnig,Insane,İnanılmaz,-
A2,Wahr,TRUE,Doğru,-
B1,Wahrheit,Truth,Gerçek,die
A2,Wahrscheinlich,Probably,Muhtemelen,-
A2,Wald,Forest,Orman,der
A2,Wand,Wall,Duvar,die
B1,Wanderen,Hiking,Doğa yürüyüşü,-
A1,Wandern,Hike,Yürüyüş,das
B1,Wanderung,Hike,Yürüyüş,die
A1,Wann,when,ne zaman,-
A1,War,Was,Oldu,-
B1,Ware,Goods,Mal,die
A2,Warenzeich,Trademark,Ticari marka,-
A2,Warm,Warm,Ilık,-
A2,Warmen,Warm,Ilık,-
A2,Warmes,Warm,Ilık,-
B1,Warne,Warn,Uyarmak,-
B1,Warnen,Warn,Uyarmak,das
A2,Warst,You were,sen,-
A1,Warten,waiting,bekleyiş,das
B1,Wartest,Wait,Beklemek,-
A1,Warum,Why,Neden,-
A1,Was,what,ne,-
A2,Wasch,Wash,Yıkamak,-
A1,Waschen,Wash,Yıkamak,das
A1,Waschmaschine,of washing machine,çamaşır makinesinin,die
A2,Waschmaschinen,Washing machines,Çamaşır makineleri,-
A2,Waschmittel,detergent,deterjan,das
A1,Wasser,water,su,das
B1,Wasserklosett,Water closet,Su dolabı,das
A1,Watanabe,Watanabe,Vatanabe,-
B1,Water,Water,su,-
A1,Waystagen,Waystage,Yol aşaması,-
A2,Webseit,Website,Web sitesi,-
B1,Websit,Website,Web sitesi,-
B1,Wechselgeld,Change,Değiştirmek,das
A2,Wechseln,Change,Değiştirmek,das
B1,Weck,Wake up,Uyanmak,der
A2,Wecken,Wake up,Uyanmak,das
B1,Wecker,Alarm clock,Çalar saat,der
A2,Weder,Neither,Hiç biri,-
A2,Weeeßen,Weeease,Neyse,-
A1,Weg,way,yol,der
A2,Wegbringe,Take away,Götürmek,-
A2,Wegen,Because of,yüzünden,-
A2,Wegfahren,Drive away,Arabayla uzaklaş,das
B1,Weggefahren,Driven away,Uzaklaştırıldı,-
A2,Weggelaufen,Ran away,Kaçtı,-
A2,Weggenomme,Taken away,Alındı,-
A2,Wegmach,Get rid of it,Ondan kurtul,-
A2,Wegwerfen,Throw away,Atmak,das
A1,Weh,Sore,Yara,das
A2,Wehtun,Hurt,Acıtmak,das
,Weib,woman,kadın,das
A1,Weiblich,Female,Dişi,Adjektiv
A2,Weich,Soft,Yumuşak,-
B1,Weigern,Refuse,Reddetmek,Verb
A2,Weihnachten,Christmas,Noel,das
A2,Weil,Because,Çünkü,-
